9.570807859983697652e-01 -3.117379001536033645e-01 9.912195699162584805e-01 2.009267367629367751e+00
1.391078120240562210e+00 -8.381918741511281690e-01 5.183506769220432853e-01 2.586428877103239543e+00
4.380376085581866974e+00 -4.508490422674368281e-01 -1.315346778885112977e+00 3.398849393405755648e-01
1.610028475319360108e+00 -7.508129494424073958e-01 1.101695761797091944e+00 1.917073288444465451e+00
1.165599146430098321e+00 3.250511560833225654e-04 1.588012167635360683e+00 1.598917444267922816e+00
4.482968527331079756e+00 -4.493918743052170428e-01 -1.219678400282577124e+00 2.211307339737751121e-01
4.167535828191998526e+00 2.937428334141338124e-02 -1.744415082455895494e+00 2.895892638805321329e-01
1.620871321662278763e+00 -7.560046809173250892e-01 1.046498314405538643e+00 1.951902736351295742e+00
1.754672763992799256e+00 -6.806796371542186419e-01 1.428428632791457709e+00 1.564351362950692215e+00
3.696338224510732129e+00 -1.947074052126809562e-01 -3.980862883926639673e-01 -2.792969383577491582e-01
4.150410728779339919e+00 -5.880437998399993260e-01 -3.139891816666972590e-01 -2.957881053234623359e-01
4.113206809648298545e+00 -5.219359425355355464e-01 -4.370083254774301817e-01 -2.961332563333511914e-01
4.070485979704302260e+00 -5.130860987721255206e-01 -3.989882146368068372e-01 -2.833600400420803744e-01
1.557379529386173911e-01 -1.857871668518941977e-01 6.863402434096316229e-01 2.415342290968641059e+00
-1.083726770982622739e-01 -3.963823726520247503e-01 9.398022586427100533e-01 3.048417764352533421e+00
-1.175778281595166508e+00 -1.263505630569384253e-01 -4.126654272616924191e-01 4.303645254326653458e+00
4.197855856165135791e+00 -5.589786334622020014e-01 -3.723070223914179966e-01 -3.623707874260383432e-01
3.783854866942928385e+00 -6.947011914072441785e-01 1.198447341371495500e-01 -9.242420125361469618e-02
5.304586726594449075e+00 -4.952145758504262751e-01 -1.968129001705533732e+00 -6.430952661350102240e-01
5.153422268279389762e+00 -8.000886266912733413e-01 -1.976870384940028202e+00 -1.891056706258300579e-01
-1.755194044322314850e+00 2.177318122316429239e-01 -9.208883193887592578e-01 5.073743587947639355e+00
5.094968436465697970e+00 -5.439462128199579194e-01 -2.155356414601565795e+00 -3.370956263469779834e-01
1.665820053337076612e+00 -1.355836988526551767e+00 6.275552386299857455e-01 2.444268828616890321e+00
-1.482360236705984935e+00 -2.671407516063846743e-01 9.267754834941827058e-02 4.483123932098481035e+00
-1.498546825044251962e+00 2.282513057804772816e-01 -5.890093425753605283e-01 4.721167827474939571e+00
1.056328208649897515e+00 -5.669333726595577883e-01 1.764594144100914752e+00 2.025211695752012542e+00
4.969626082947361745e+00 -4.378968700456135621e-01 -1.962615070515009164e+00 -4.291922891424393427e-01
-1.554565962541677449e+00 4.080164153475501765e-01 -1.262339863482365432e-01 4.360031389391361145e+00
1.387838278923990698e+00 -5.819687039566041609e-01 1.199321784011989633e+00 2.005482181062931080e+00
-1.558932933854507041e+00 2.492976874523591402e-01 -5.924667577714057831e-01 4.765754717576088595e+00
4.436921068579605887e+00 -6.575766710902757328e-01 1.576719802193792930e+00 -1.120387607019915688e+00
-1.050534614165069991e+00 -4.597098947109779510e-01 1.316383625749411923e+00 3.005175420990000568e+00
4.363108440727994974e+00 -6.345664146625853430e-01 1.594145651800740193e+00 -1.096844878078402585e+00
6.061308780383312111e-01 -5.233870383935524950e-01 1.698094519193724894e+00 1.533879120117879635e+00
5.015586574826263799e+00 -8.151838848473115240e-01 1.713092185159807365e-02 -7.882745343675998662e-01
5.851504169953643419e+00 -1.854191422698622527e-01 -6.976918966612133399e-01 -1.640953694490456582e+00
4.798539843438358043e-01 -2.553890975622759019e-01 -6.741275662077883535e-01 3.190189218749353461e+00
2.010404522891569012e+00 -6.678645994672371966e-02 1.288282572307250629e+00 7.489601512528007987e-01
1.510330499592578812e+00 -4.425164292827388213e-01 2.538126314041917464e+00 6.891627753948453838e-01
1.646924513789828071e+00 -8.835650517840424323e-01 2.505829538506357146e+00 1.216349574839584724e+00
-4.467453206550180966e-01 -4.605452538284812158e-01 2.209592334071499853e-01 3.580389777723526290e+00
2.177020128084972583e+00 9.367011544921153288e-01 -3.992654637729377565e-01 6.280124638146739047e-01
8.779105349795808255e-01 -8.913680002973260741e-02 1.986218957783700167e+00 7.825212764580022906e-01
4.395766849485466921e+00 -5.001434665421010672e-01 4.982686080437781495e-01 -6.854371278588374805e-01
1.878120491779154966e+00 -4.994894980615725844e-02 9.122697028994156687e-01 3.666987027760089113e-01
5.546125686791643972e+00 -1.128543104516692569e-01 3.948076058518918546e-02 -1.704174913370241962e+00
-1.630137685021520122e+00 3.070546259817711898e-01 -5.184429016668770096e-01 4.737457082629850547e+00
-4.077913999207740114e-01 4.049530407449904446e-01 -1.105930326131653541e+00 3.620462974847295179e+00
-1.654709078453052928e+00 3.252266198314642809e-01 -4.985186298269406180e-01 4.731822964139992038e+00
-9.925789769166527554e-01 -1.537813140296988013e-01 -4.898128133945982982e-02 3.874454441677479988e+00
3.938553858169946409e+00 5.998825782693647524e-01 -3.106094632596227978e+00 1.260644685864157621e-01
4.020616812996300027e+00 2.805084009228139275e-01 -2.528858414925656106e+00 1.470846047751518393e-01
-1.385139214604004909e+00 -1.549692431548537752e-01 2.118120376563584095e+00 2.468559106622287835e+00
7.470254746777337251e-01 1.517447072732094199e-02 1.132235917422145244e+00 2.016915260534471788e+00
-1.161407350240319047e+00 4.912572257670362319e-01 1.346780238266855223e+00 3.328919968700669418e+00
5.811991504032769207e+00 -1.158742855121151494e-01 -6.575033882651774020e-01 -1.660216248871937417e+00
5.771510339748051166e+00 -4.934720438760389211e-02 -7.682576904902209680e-01 -1.661219593130314198e+00
-5.330016681261842137e-01 5.975245926819008208e-02 1.147200223611138492e+00 3.341296107947445471e+00
3.510503627777803004e+00 4.076538762566203102e-03 -1.400798431081843765e+00 7.506056787260878549e-01
-6.247191010441089931e-01 9.494576600406788580e-02 1.090277645133187701e+00 3.412089967818175307e+00
4.584857057143335579e-01 -8.928022711393068800e-02 5.619541453686586197e-01 2.626359715356014757e+00
6.065125066227298412e+00 -1.456383057730613051e-01 -3.995976442111935922e-01 -2.030399652218193296e+00
-6.273527763429849191e-01 2.674756855158074709e-01 1.488086848200368184e+00 3.026446844216144516e+00
-5.625497137817984106e-01 1.093215278204276858e-01 9.694711355860448077e-01 3.401995336512714907e+00
-1.071698797183267438e+00 3.150235742229374192e-01 8.974093423176783269e-01 3.684946546093887054e+00
1.926124625754665365e+00 1.253975573677583444e-01 -2.992601481224922422e-01 1.382972472900223293e+00
-1.478413336325200778e+00 -7.917997740792508121e-02 2.103682527741654429e+00 2.474510173826796944e+00
1.101308496951816540e+00 1.189969527832121787e-01 8.168246808225958222e-02 2.058472586784783509e+00
7.133765480916546275e-01 8.729937715661656786e-03 2.587602095079378772e-01 2.216833929872406461e+00
5.267235394917539892e+00 -2.574279517163972630e-01 8.877595578551376043e-01 -1.713875368490588968e+00
3.597915996933448657e+00 4.661956507686278450e-01 -2.748835269685389604e-01 -3.248299193222710102e-01
1.109897323209660280e+00 1.133477946480452719e-01 7.531948688590953123e-02 2.058076235950264898e+00
1.478729768343307160e+00 6.855001531879424681e-02 3.510663265615830420e-01 1.614934463601076953e+00
1.092908186640732415e+00 1.320009684288637186e-01 8.493879411394676671e-02 2.054861472292794922e+00
5.888845751679053997e+00 -5.245692364022808141e-01 -4.607333707150249730e-02 -1.705913318219764330e+00
2.517734560106211106e+00 -9.012963958975829248e-01 7.354041097199992549e-01 1.436646637144233241e+00
1.315429632152182560e+00 1.055084122100407029e-01 1.591033946160136825e+00 1.481501871857769714e+00
1.186183806612019387e+00 7.569960076739576382e-02 1.113031319964133403e-01 2.016396520682748772e+00
1.496067090467461336e+00 1.022367703024135432e-01 5.434810467009870694e-01 1.466343641391658403e+00
1.670415796672802600e+00 -7.657039659392295139e-02 -1.230065723873897010e+00 2.330026264273108438e+00
1.522494859173523896e+00 1.144928213887994317e-01 4.880773427135545739e-01 1.419978271209741072e+00
-5.280311226590874707e-01 -6.661931239212119937e-01 7.484683398230853602e-01 3.109680408660098205e+00
1.312350250727792877e+00 1.056088530019791832e-01 1.579344760611018028e+00 1.489700134520278718e+00
1.823697443603075619e-02 2.332179946984160868e-01 1.125878437938677035e+00 2.547449004138003570e+00
2.711083474255536530e+00 -3.143966404743812615e-01 1.731485886589756995e-01 9.884170982906067549e-01
